도서관명,주소,전화번호,팩스번호,위도,경도,홈페이지,휴관일,도서관코드,운영시간,도서수
대구광역시립북부도서관,대구광역시 북구 옥산로 75,053-231-2600,053-355-1505,35.885182,128.5839,http://www.bukbu-lib.daegu.kr/,"매월 첫째주, 셋째주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",122003,07:00~22:00,526363
대구광역시립서부도서관,대구광역시 서구 국채보상로49길 12,053-231-2400,053-561-1331,35.8725153,128.557766,http://www.seobu-lib.daegu.kr/,"매월 둘째주, 넷째주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",122008,자료실 평일 : 09:00 ~ 19:00(어린이열람실 09:00 ~ 18:00)  토·일 : 09:00 ~ 17:00       열람실 : 07:00 ~ 22:00,491047
대구광역시립수성도서관,대구광역시 수성구 만촌로 151,053-231-2500,053-231-2519,35.8720796,128.6391377,http://www.suseong-lib.daegu.kr/,"매월 둘째주, 넷째주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",122007,07:00~22:00,507461
대구광역시립중앙도서관,대구광역시 중구 공평로10길 25,053-231-2000,053-256-9972,35.868515,128.60165,http://www.tglnet.or.kr/,"매월 둘째주, 넷째주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",122004,07:00-22:00,1028154
대구북구구수산도서관,대구광역시 북구 대천로 21,053-320-5150,053-311-8197,35.9387852,128.5523825,http://lib.hbcf.or.kr/bukgs/,"매월 둘째주, 넷째주 월요일 / 일요일을 제외한 법정공휴일, 기타 특별한 사유로 인하여 구청장이 지정한 날",127009,평일 08:00~22:00 / 주말 09:00~17:00,139615
대구북구대현도서관,대구광역시 북구 대현남로 43,053-320-5170,053-311-3547,35.8819758,128.6073839,http://lib.hbcf.or.kr/bukdh/,"매월 둘째주, 넷째주 월요일 / 일요일을 제외한 법정공휴일, 기타 특별한 사유로 인하여 구청장이 지정한 날",127084,09:00 ~ 20:00,37777
대구북구태전도서관,대구광역시 북구 영송로 36-16,053-320-5180,053-311-7614,35.9284645,128.5456384,http://lib.hbcf.or.kr/buktj/,"매월 첫째주, 셋째주 월요일 / 일요일을 제외한 법정공휴일, 기타 운영상 필요에 의해 구청장이 지정한 날, 국가 임시공휴일",127088,"09:00 ~ 20:00(평일), 09:00 ~ 17:00(주말)",29204
대구서구비산도서관,대구광역시 서구 달서로14길 13,053-663-3721,053-663-3729,35.8685082,128.5733059,http://lib.dgs.go.kr/,"매주 월요일 / 일요일을 제외한 법정공휴일, 임시공휴일, 도서관장이 필요하다고 인정한 경우",127086,"09:00-20:00, 주말: 09:00-17:00",28457
대구서구어린이도서관,대구광역시 서구 문화로 123,053-663-3701,053-663-3709,35.8743119,128.5463842,http://lib.dgs.go.kr/,"매주 월요일, 법정공휴일",127011,"평일:09:00~18:00, 토.일요일:09:00~17:00",51288
대동푸른뜰작은도서관,경상남도 김해시 대동면 동남로41번길 13-11,070-8883-4883,-,35.236135,128.993895,http://lib.gimhae.go.kr/03city/07_08_01.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148078,-,6998
대동한마음작은도서관,"경상남도 김해시 함박로101번길 19, 대동아파트 관리동 2층",055-326-7760,-,35.232696,128.865009,http://lib.gimhae.go.kr/03city/07_12_01.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148063,-,12568
대산도서관,충청남도 서산시 대산읍 대산1로 78-22,041-661-8087,041-681-8912,36.9401513,126.4396125,http://www.dslib.or.kr/,"매주 월요일 / 국경일, 정부에서 지정하는 공휴일, 기타 관장이 필요하다고 인정하는 날",144032,0.291666666666667,108095
대송면 큰솔작은도서관,경상북도 포항시 남구 대송면 운제로 111,054-286-7474,-,35.97817,129.36225,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",147102,-,10785
대전관평도서관,대전광역시 유성구 테크노4로 131,042-716-0350,042-716-0359,36.4262899,127.3897975,http://www.gplib.or.kr/,"매주 월요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 휴관하는 날",130023,"(자료실)오전9시~오후10시, (열람실)오전8시~오후10시(11~2월)  오전7시~오후10시(3~10월)",29851
대전학생교육문화원,대전광역시 중구 동서대로 1360,042-229-1470,042-229-1490,36.3294343,127.4102572,http://www.djsecc.or.kr/,매주 화요일 / 관공서의 공휴일,125002,오전 7시(동절기 오전 8시),152744
대조꿈나무어린이도서관,서울특별시 은평구 연서로20길 24-6,02-382-3959,-,37.240608,127.1772935,http://lib.eplib.or.kr/,"매주 일요일 / 법정공휴일, 기타 도서관 사정에 의한 임시 휴관일",111072,-,22633
대치1작은도서관,서울특별시 강남구 남부순환로391길 19,02-3452-1170,02-3452-1170,37.4932557,127.056776,http://dch1lib.gangnam.go.kr/,"매월 첫째주, 셋째주 월요일 / 일요일을 제외한 법정공휴일",711266,-,23248
대포천작은도서관,경상남도 김해시 상동면 장척로756번길6,055-323-8766,-,35.30723,128.930649,http://lib.gimhae.go.kr/03city/07_07_01.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148067,-,9414
덕산작은도서관,"경상남도 김해시 함박로119번길 6, 덕산아파트 관리동 2층",070-7760-0775,-,35.232338,128.867496,http://lib.gimhae.go.kr/03city/07_12_02.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148059,-,11557
도곡2동작은도서관,서울특별시 강남구 남부순환로378길 34-9,02-3423-7584,-,37.483649,127.046369,http://dg2lib.gangnam.go.kr/,"매주 토요일, 일요일 / 법정공휴일",11134704,-,7187
도란도란작은도서관,경기도 부천시 고리울로 79,032-679-9702,-,37.52704,126.82495,http://bcsl.go.kr/,매주 일요일 / 법정공휴일,141182,-,26494
도봉1동 공립 작은도서관,서울 도봉구 도봉로169나길 22,02-2091-5912,-,37.6786704,127.0433569,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",111351,-,14885
도봉2동 공립 작은도서관,서울 도봉구 마들로 668,02-2091-5913,-,37.6696229,127.0465415,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",111270,-,13890
도봉구립무수골도서관,서울 도봉구 도봉로175길 10,02-3492-0078,-,37.6829589,127.0428608,http://www.unilib.dobong.kr/,"매주 월요일 / 법정공휴일 및 정부 지정 임시공휴일, 기타 도서관장이 정하는 날",111208,"화~금 09:00-18:00, 토,일 09:00-17:00",32447
도봉구립학마을도서관,서울 도봉구 덕릉로 128,02-955-0655,-,37.6431857,127.0454182,http://www.unilib.dobong.kr/,"매주 월요일(단, 자유열람실은 이용가능, 매월 둘째주, 넷째주 월요일은 전체휴관) / 관공서 공휴일, 기타 도서관장이 정하는 날",111129,오전 7시~ 오후 10시,67879
도봉구청 행복작은도서관,서울 도봉구 마들로 656,02-2091-2278,-,37.6686287,127.0470496,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",711319,-,30962
도봉기적의도서관,서울 도봉구 마들로 797,02-3493-7171,-,37.6676581,127.049132,http://www.unilib.dobong.kr/,"매주 화요일 / 법정공휴일, 기타 도서관장이 정하는 날",111457,평일 09:00 ~ 18:00 / 주말 09:00 ~ 17:00,19324
도봉도서관,서울특별시 도봉구 삼양로 556,02-6714-7400,02-991-3974,37.652815,127.012963,http://dblib.sen.go.kr/,"매월 둘째주, 넷째주 수요일 / 법정공휴일, 도서관 사정으로 휴관일을 공고한 경우",111011,"종합자료실: 평일 09~22시, 주말 09~17시 어린이실, 디지털자료실: 평일 09~18시, 주말 09~17시",386882
도봉문화정보도서관,서울특별시 도봉구 덕릉로 315,02-900-1835,02-900-1551,37.644055,127.0420503,http://www.unilib.dobong.kr/,"매주 화요일 / 일요일을 제외한 법정공휴일(단, 공휴일과 일요일이 겹치는 일요일은 휴무)",111041,07:00~23:00,156975
도봉아이나라도서관,서울 도봉구 노해로69길 151,02-995-4171,-,37.6590072,127.0494699,http://www.unilib.dobong.kr/,"매주 화요일 / 일요일을 제외한 관공서 공휴일, 기타 도서관장이 정하는 날",111189,"월,수,목,금: 09:00~18:00/ 토,일:09:00~17:00",81255
도산도서관,울산광역시 남구 번영로54번길 6,052-226-5710,-,35.5307144,129.3315455,http://book.ulsannamgu.go.kr/,"매주 월요일 / 법정공휴일, 기타 도서관 관장이 공고한 날",131017,09:00~22:00,73474
도평동 작은도서관,대구광역시 동구 팔공로24길 171,053-662-3810,-,35.91006,128.65001,http://www.donggu-lib.kr/,"매주 토요일, 일요일 / 관공서 공휴일",127030,-,5168
돌마리도서관,서울특별시 송파구 백제고분로37길 16,02-414-7007,02-414-6006,37.5035159,127.1036498,https://www.splib.or.kr/spdlib/,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날",111448,09:00 ~ 22:00,20711
동구청 작은도서관,대구광역시 동구 아양로 207,053-662-2489,-,35.886664,128.635609,http://www.donggu-lib.kr/,"매주 토요일, 일요일 / 관공서 공휴일",727070,-,11123
동대문구 배봉산 자연드림 작은도서관,서울특별시 동대문구 전농로16길 97,070-8610-0300,-,37.5792838,127.063177,http://www.l4d.or.kr/library/,"법정공휴일, 도서관 사정에 의한 임시 휴관일",711079,-,3596
동대문구 장안 벚꽃길 작은도서관,서울특별시 동대문구 장안동 481-2,070-8610-0301,-,37.576349,127.076761,http://www.l4d.or.kr/library/,"법정공휴일, 도서관 사정에 의한 임시 휴관일",711081,-,3499
동대문구 청량리 가온누리 작은도서관,서울특별시 동대문구 전농동 591-52,070-8610-0302,-,37.5810232,127.046915,http://www.l4d.or.kr/library/,"법정공휴일, 도서관 사정에 의한 임시 휴관일",711080,-,3378
동대문구답십리도서관,서울특별시 동대문구 서울시립대로4길 75,02-982-1959,02-2216-9413,37.573203,127.050405,http://www.l4d.or.kr/ddmeach/index.php?libCho=MF,"매주 금요일 / 법정공휴일, 도서관 사정에 의한 임시 휴관일",111445,오전 9시 ~ 오후 10시,68367
동대문구정보화도서관,서울특별시 동대문구 회기로10길 60,02-960-1959,02-3299-2745,37.5900642,127.047331,http://www.l4d.or.kr/ddmeach/index.php?libCho=MA,"매주 월요일 / 법정공휴일, 도서관 사정에 의한 임시 휴관일",111065,09:00~22:00,166905
동대문도서관,서울특별시 동대문구 천호대로4길 22,02-2170-1000,02-2233-3045,37.5735535,127.024779,http://ddmlib.sen.go.kr/,"매월 둘째주, 넷째주 수요일 / 일요일을 제외한 법정공휴일, 휴관이 필요하다고 인정하는 날",111012,07:00~23:00,411555
동두천꿈나무정보도서관,경기도 동두천시 지행로 38,031-860-3281,031-860-2574,37.8921183,127.0513705,https://lib.ddc.go.kr/,"매주 금요일 / 법정 공휴일, 설날, 추석",141089,09:00 -18:00,170787
동두천시립도서관,경기도 동두천시 상패로 60,031-860-3261,031-860-2568,37.9068364,127.0474073,https://lib.ddc.go.kr/,"1월1일, 설날연휴, 추석연휴, 법정 공휴일",141022,"(자료실) 토~월 09:00-18:00, 화~금 09:00-22:00/ (열람실) 08:00-23:00",255106
동백도서관,경기도 용인시 기흥구 동백3로 80,031-324-4651,-,37.2740661,127.1581171,http://lib.yongin.go.kr/dongbaek/,"매월 둘째주, 넷째주 월요일 / 명절(신정, 설연휴, 추석연휴), 법정공휴일(열람실만 개방), 도서관의 특별한 사정으로 인한 휴관",141160,07:00~22:00,167100
동작도서관,서울특별시 동작구 장승배기로 94,02-823-6419,02-812-6511,37.5059908,126.940166,http://djlib.sen.go.kr/,"매월 둘째주, 넷째주 금요일 / 일요일을 제외한 법정공휴일, 관장이 필요하다고 인정할 때",111013,07:00~23:00(동절기 08:00~23:00),250743
동촌역사 작은도서관,대구광역시 동구 동촌역사로3길 35,070-4214-6859,-,35.8901575,128.649822,http://www.donggu-lib.kr/,"매주 토요일, 일요일 / 관공서 공휴일",727067,-,4733
동해교육도서관,강원도 동해시 부곡5길 22,033-533-4436,033-533-4441,37.5384865,129.109787,http://lib.gwe.go.kr/donglib/,"매주 월요일 / 일요일을 제외한 관공서의 공휴일, 기타 필요한 사유로 관장이 지정한 날",142089,08시~23시,125697
두호동 두무치작은도서관,경상북도  포항시 북구 삼호로203번길 22,054-246-0300,-,36.0574535,129.374743,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",147072,-,10735
두호동 책이랑바다랑작은도서관,경상북도 포항시 북구 삼호로 260,070-7730-5119,-,36.06095,129.38005,http://phlib.pohang.go.kr/,"매주 토요일, 일요일 / 법정공휴일",147146,-,4892
둔산도서관,대전광역시 서구 청사로 263,042-288-4800,042-288-5938,36.3600736,127.3931671,http://www.seogu.go.kr/learning/dunsanlib/index.do,"매주 월요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 인한 휴관하는 날",130006,"동절기 08:00~22:00, 하절기 07:00~22:00",116997
둘리도서관,서울 도봉구 시루봉로1길 6,02-990-2200,-,37.6538444,127.0227892,http://www.unilib.dobong.kr/,"매주 월요일 / 1월 1일, 설날 및 추석 당일, 기타 도서관장이 정하는 날",111454,10시,9091
디지털정보도서관,경기도 용인시 처인구 중부대로 1199,031-324-4621,-,37.240608,127.1772935,http://lib.yongin.go.kr/digitallib/,"매월 둘째주, 넷째주 월요일 / 명절(신정, 설연휴, 추석연휴), 법정공휴일, 도서관의 특별한 사정으로 인한 휴관",141148,9시- 18시,48918
떡갈나무숲작은도서관,"경상남도 김해시 율하2로 164, 율현주공13단지아파트 주민공동시설 1층",055-329-8005,-,35.168306,128.817546,http://lib.gimhae.go.kr/03city/07_20_04.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148097,-,6224
뜨란채작은도서관,"경상남도 김해시 우암로 36, 뜨란채아파트 관리동 2층",055-336-1250,-,35.233109,128.860607,http://lib.gimhae.go.kr/03city/07_12_04.asp,"매주 월요일 / 법정공휴일, 임시공휴일",148080,-,8311
리첼작은도서관,"경상남도 김해시 덕정로 187, 세영리첼아파트 주민공동시설 지하1층",055-321-7764,-,35.176391,128.804088,http://lib.gimhae.go.kr/03city/07_20_03.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148094,-,12735
마포구립서강도서관,서울 마포구 독막로 165,02-3141-7053,02-3141-7059,37.5476833,126.9320286,https://mplib.mapo.go.kr/sglib/,"매주 화요일 / 일요일을 제외한 법정공휴일, 도서관의 보수공사 등으로 부득이 휴관하여야 할 경우, 장서 점검 및 시설점검 등 운영상 부분적으로 휴실할 필요가 있는 경우, 기타 관장이 필요하다고 인정할 경우",111086,"종합자료실/디지털자료실 : 월, 수~금 9:00~22:00, 토~일 9:00~20:00, 어린이자료실 9:00~18:00",94916
마포구립하늘도서관,서울 마포구 월드컵로 212,02-3153-6260,-,37.5663123,126.9020797,https://mplib.mapo.go.kr/skylib/,"매주 금요일 / 일요일을 제외한 법정공휴일, 도서관의 보수공사 등으로 부득이 휴관하여야 할 경우, 장서 점검 및 시설점검 등 운영상 부분적으로 휴실할 필요가 있는 경우, 기타 관장이 필요하다고 인정할 경우",111436,"평일(화~금) : 오전9시 ~ 오후10시 / 주말(토,일) : 오전9시 ~ 오후6시",37166
마포어린이영어도서관,서울 마포구 도화4길 53 도화자치회관 2층,02-716-3987,-,37.5414215,126.9498448,https://mplib.mapo.go.kr/englib/,매주 일요일 / 법정공휴일,111346,-,22267
마포중앙도서관,서울 마포구 성산로 128,02-3153-5800,02-3153-5849,37.5633288,126.9078837,https://mplib.mapo.go.kr/mcl/,"매주 월요일 / 관공서의 휴관일 및 국가가 정한 임시 공휴일, 기타 장서점검이나 공사 등의 이유로 관장이 필요하다고 인정하는 경우",111467,09:00 - 22:00,117086
마포평생학습관,서울특별시 마포구 홍익로2길 16,02-2137-0000,02-323-1057,37.5543324,126.924196,http://mpllc.sen.go.kr/,"매월 둘째주, 넷째주 월요일 / 법정공휴일, 휴관이 필요하다고 인정하는 날",111014,"[자료실] 평일 09:00-18:00(문헌정보실은 22시), 주말 09:00-17:00 [자율학습실] 평일 07:00-23:00(동절기 08:00-23:00), 주말 07:00-22:00(동절기 08:00-22:00)",366789
마포평생학습관아현분관,서울특별시 마포구 마포대로 224,02-362-8785,02-393-1586,37.5538448,126.957198,http://ahyon.sen.go.kr/,"매월 둘째주, 넷째주 월요일 / 일요일을 제외한 법정공휴일, 기타의 사유로 휴관일 필요하다고 인정하는 날",111031,07:00-22:00,214079
마포푸르메어린이도서관,서울 마포구 월드컵북로 494,02-6070-9286,-,37.5697271,126.9029931,https://mplib.mapo.go.kr/libsmall/,매주 일요일 / 법정공휴일,111462,-,11463
명주교육도서관,강원도 강릉시 주문진읍 해안3길 11,033-662-8559,033-662-6585,37.3781403,128.6622767,http://lib.gwe.go.kr/mjlib/,"매주 월요일 / 법정공휴일, 기타 관장이 필요하다고 인정하는 날",142006,09:00~23:00,139032
모두어린이작은도서관,경기도 안산시 단원구 원본로 15,031-494-3579,-,37.3312186,126.7917462,https://lib.iansan.net/,매주 금요일 / 국경일(법정공휴일),141407,-,14049
모현도서관,경기도 용인시 처인구 모현읍 백옥대로 2378,031-324-4351,-,37.3356296,127.2496605,http://lib.yongin.go.kr/mohyeon/,"매월 둘째주, 넷째주 월요일 / 명절(신정, 설연휴, 추석연휴), 법정공휴일(열람실만 개방), 도서관의 특별한 사정으로 인한 휴관",141389,-,105665
무등실작은도서관,경기도 연천군 왕징면 왕산로 44,031-833-4417,-,38.058449,127.0127464,http://library.yeoncheon.go.kr/,"매주 월요일, 일요일 / 공휴일",741044,-,3544
무지개도서관,대전광역시 동구 동부로 56-22,042-259-7041,042-286-6195,36.3204616,127.4600999,http://lib.donggu.go.kr/html/library/rainbowlib/,"매주 토요일, 일요일 / 국경일, 기타 원장이 필요하다고 인정되는 경우",143064,09:00-18:00,28056
무지개작은도서관,경기도 부천시 부일로 563,032-342-0108,-,37.4846299,126.792729,http://bcsl.go.kr/,매주 일요일 / 법정공휴일,741071,-,8835
문막교육도서관,강원도 원주시 문막읍 문막시장1길 76-6,033-735-3682,033-735-3681,37.3050229,127.8146418,http://lib.gwe.go.kr/munmaklib/,"매주 월요일 / 공휴일, 관장이 지정하는 날",142007,"평일09:00-19:00,주말09:00-18:00",132695
미아문화정보도서관,서울특별시 강북구 솔매로49길 14,02-944-3180,02-944-3189,37.6269767,127.026935,https://www.gblib.or.kr/mia/,"매월 둘째주, 넷째주 월요일 / 정부지정 공휴일, 특별한 사유로 관장이 필요하다고 인정한 경우",111383,07:00~22:00,39570
미원도서관,충청북도 청주시 상당구 미원면 단재로 2494-1,043-297-1525,043-297-3832,36.6372156,127.660374,http://www.cwlib.go.kr/,"매월 첫째주, 셋째주 월요일 / 국가공휴일, 기타 도서관장이 필요하다고 인정하는 날",143010,"자료실:09:00~18:00, 열람실:08:00~21:00(하절기 평일), 09:00~21:00(동절기 평일), 08:00~18:00(하절기 주말), 09:00~18:00(동절기 주말)",101866
민들레홀씨작은도서관,경기도 부천시 상동로117번길 48,032-322-9702,-,37.50819,126.75087,http://bcsl.go.kr/,"매주 토요일, 일요일 / 법정공휴일",141185,-,16578
밀양시립도서관,경상남도 밀양시 중앙로 265,055-359-6036,055-359-6032,35.4867664,128.7548041,http://www.myclib.or.kr/,"매주 월요일 / 1월 1일, 설날, 추석, 기타 도서관 사정에 의하여 도서관장이 정한 날",148008,08:00 - 23:00,179357
밀양시립영어도서관,경상남도 밀양시 중앙로 265,055-359-6045,055-359-6044,35.4867664,128.7548041,http://eng.myclib.or.kr/,"매주 월요일 / 1월 1일, 설날, 추석, 법정선거일, 기타 도서관 사정에 의하여 도서관장이 정한 날",148300,-,39533
반야월 작은도서관,대구광역시 동구 신서동 823-25,053-662-4110,-,35.8723533,128.724836,http://www.donggu-lib.kr/,"매주 토요일, 일요일 / 관공서 공휴일",127031,-,8626
반월햇빛도서관,경기도 안산시 상록구 남산평1길 10,031-481-2663,-,37.304155,126.900016,https://lib.iansan.net/,매주 월요일 / 국경일(법정공휴일),141188,-,19549
반포1동 작은도서관,서울특별시 서초구 사평대로 273,02-2155-7615,-,37.505094,127.013378,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111136,-,18756
반포2동 작은도서관,서울특별시 서초구 신반포로15길 16,02-2155-7635,-,37.5045966,126.994483,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111249,-,10262
반포3동작은도서관,서울특별시 서초구 잠원로 85,02-2155-7670,-,37.5119319,127.005989,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111247,-,20441
반포4동 작은도서관,서울특별시 서초구 사평대로28길 70,02-2155-7703,-,37.4974793,127.000311,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111243,-,12423
반포본동 작은도서관,서울특별시 서초구 신반포로 10,02-2155-7577,-,37.5004844,126.986094,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111138,-,16247
방배1동 작은도서관,서울특별시 서초구 효령로29길 43,02-2155-7765,-,37.4834079,126.994533,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111163,-,9922
방배2동 책사랑방,서울특별시 서초구 청두곶길 36,02-2155-7794,-,37.4797439,126.98551,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111142,-,7747
방배4동 작은도서관,서울특별시 서초구 방배로 173,02-2155-7851,-,37.4889423,126.992251,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111146,-,12046
방배본동 작은도서관,서울특별시 서초구 동광로19길 38,02-2155-7734,-,37.4941548,126.988822,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111141,-,23958
방학1동 공립 작은도서관,서울 도봉구 방학로2길 27,02-2091-5904,-,37.6641869,127.0406367,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",111262,-,13064
방학2동 공립 작은도서관,서울 도봉구 시루봉로 226,02-2091-5905,-,37.668177,127.0350425,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",111271,-,14129
방학3동 공립 작은도서관,서울 도봉구 해등로32길 80,02-2091-5906,-,37.659887,127.023815,http://www.unilib.dobong.kr/,"매주 월요일, 일요일 / 법정공휴일",111357,-,24398
방학동육아종합지원센터,서울 도봉구 방학로12길 28,02-3494-3557,-,37.6632313,127.0303315,http://www.unilib.dobong.kr/,-,711323,-,18896
보라도서관,경기도 용인시 기흥구 한보라2로 116 (보라동),031-324-4331,-,37.2483772,127.1090488,http://lib.yongin.go.kr/bora/,"매월 둘째주, 넷째주 월요일 / 명절(신정, 설연휴, 추석연휴), 법정공휴일(열람실만 개방), 도서관의 특별한 사정으로 인한 휴관",141390,"종합자료실(평일 09:00~22:00, 주말 09:00~17:00), 어린이자료실 및 디지털자료실(평일 09:00~18:00, 주말 09:00~17:00), 열람실(07:00~24:00, 일요일을 제외한 법정공휴일 09:00~18:00)",127369
보은도서관,충청북도 보은군 보은읍 삼산로 56-10,043-542-5473,043-543-2274,36.484076,127.7160615,http://www.boeunlib.or.kr/,"매월 첫째주, 셋째주 월요일 / 국가공휴일",143003,"일반·아동자료실 및 디지털자료실 09:00-18:00, 유아열람실 10:00-16:00, 자유열람실 08:00-22:00(동절기에는 21시까지)",108259
복사골작은도서관,서울 마포구 도화4길 53 도화자치회관 3~4층,02-716-5800,-,37.5414215,126.9498448,https://mplib.mapo.go.kr/libsmall/,매주 일요일 / 법정공휴일,111374,-,14473
복사꽃필무렵작은도서관,경기도 부천시 심곡로9번길 54,032-665-6053,-,37.482443,126.778990,http://bcsl.go.kr/,매주 일요일 / 법정공휴일,141186,-,22959
본오1동작은도서관,경기도 안산시 상록구 오목로7길 15,031-481-3035,-,37.2892326,126.8644237,https://lib.iansan.net/,매주 금요일 / 국경일(법정공휴일),141474,-,29377
본오3동만화작은도서관,경기도 안산시 상록구 각골로7길 9,031-406-8473,-,37.30082,126.87444,https://lib.iansan.net/,매주 금요일 / 국경일(법정공휴일),141479,-,20215
봉암작은도서관,경기도 양주시 은현면 봉암14길 7,031-866-8786,-,37.9080997,127.0080484,http://www.libyj.go.kr/baLibMain.do,매주 월요일 / 국경일,141181,-,13495
부곡 글고운 도서관,경기도 의왕시 부곡시장길 75,031-345-3155,-,37.3184983,126.956818,http://www.uwlib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",141112,-,36784
부산 북구 금곡도서관,부산광역시 북구 효열로203번길 34,051-309-6181,051-309-6199,35.2631352,129.0176578,http://bglib.bsbukgu.go.kr/,"매주 월요일 / 국경일, 정부 지정 공휴일, 자료의 정리 점검 및 도서관의 시설 보수, 기타 관장이 필요하다고 인정할 시 임시 휴관",126152,"자료실09:00~22:00(토요일18:00,일요일17:00), 열람실07:00~23:00",36816
부산 북구 디지털도서관,부산광역시 북구 은행나무로 26,051-341-1932,051-309-2099,35.2067391,129.036694,http://library.bsbukgu.go.kr/,"매주 월요일 / 국경일, 정부 지정 공휴일, 자료의 정리 점검 및 도서관의 시설 보수, 기타 관장이 필요하다고 인정할 시 임시 휴관",121023,-,161889
부산 북구 화명도서관,부산광역시 북구 화명대로12번길 59,051-309-6481,051-309-6489,35.2323308,129.009323,http://hmlib.bsbukgu.go.kr/,"매주 월요일 / 법정공휴일, 관장이 필요하다고 인정할 시 임시 휴관",126025,-,148611
부산광역시 금정도서관,부산광역시 금정구 금정도서관로 33,051-519-5611,051-519-5609,35.2727255,129.096196,http://library.geumjeong.go.kr/,매주 월요일 / 법정공휴일,121018,화~일요일 07:00~23:00,265466
부산광역시 기장도서관,부산광역시 기장군 기장읍 차성동로126번길 13-5,051-709-5351,051-724-3074,35.2497515,129.2172571,http://library.gijang.go.kr/,"매주 월요일 / 정부지정 공휴일, 기타 특별한 사유로 군수가 인정한 날",121026,07:00~24:00,193179
부산광역시 남구도서관,부산광역시 남구 수영로267번길 61,051-621-8160,051-607-6559,35.1376994,129.09456,http://library.bsnamgu.go.kr/,"매주 월요일 / 법정공휴일, 기타 도서관장이 지정한 날",121019,-,268794
부산광역시 다대도서관,부산광역시 사하구 다대낙조2길 9,051-220-5864,051-220-5869,35.0504598,128.96466,http://dadaelib.saha.go.kr/,"매주 월요일 / 법정공휴일, 도서관장이 필요하다고 인정하는 경우 임시 휴관",126023,09:00~22:00,118962
부산광역시 사상도서관,부산광역시 사상구 덕상로72번길 9,051-310-7971,051-310-7973,35.1781217,128.989771,http://www.sasang.go.kr/library/,매주 월요일 / 법정공휴일,121025,"화~금(09:00-22:00), 토~일(09:00-18:00)",169314
부산광역시 영도도서관,부산광역시 영도구 함지로79번길 6,051-419-4838,051-419-4829,35.0755684,129.066539,http://library.yeongdo.go.kr/,"매주 월요일 / 법정공휴일, 관장이 필요하다고 인정하는 날",121014,"자료실 09:00~18:00(일:17:00), 열람실 07:00~23:00(일:22:00)",192745
부산광역시 재송어린이도서관,부산광역시 해운대구 해운대로76번길 35-1,051-749-7631,051-749-7639,35.1896179,129.118475,http://jschildlib.haeundae.go.kr/,"매주 월요일 / 국경일, 정부 지정 공휴일",126008,화~토요일 : 09시-18시 일요일 : 09시-17시,151931
부산광역시 정관도서관,부산광역시 기장군 정관읍 정관중앙로 100,051-709-3901,051-709-3939,36.6003538,127.2876324,http://jglib.gijang.go.kr/main.do,"매월 둘째주 월요일 / 명절 연휴, 열람실 연중 365일 운영, 특별한 사유로 군수가 필요하다고 인정한 날",126144,"자료실 09:00~22:00, 열람실 07:00~24:00",152451
부산광역시립구덕도서관,부산광역시 서구 대신공원로 41,051-220-3800,051-220-3890,35.1217413,129.0169653,http://www.guducklib.kr/,"매월 셋째주, 넷째주 월요일 / 일요일을 제외한 관공서의 공휴일, 관장이 도서관 정리 및 기타 사유로 휴관이 필요하다고 인정하는 날",121002,07:00-22:00,275193
